"Year","Occupation minor group","Occupation unit group","Country","Region","GeoCode","Observation status","Value"
"2019","321 Health Associate Professionals","3216 Dispensing opticians","","","K02000001","Normal Value",1.30245746626781
"2020","321 Health Associate Professionals","3216 Dispensing opticians","","","K02000001","Normal Value",1.80378315640407
"2019","321 Health Associate Professionals","3217 Pharmaceutical technicians","","","K02000001","Normal Value",4.94035590653308
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","","","K02000001","Normal Value",4.42746774753726
"2019","321 Health Associate Professionals","3218 Medical and dental technicians","","","K02000001","Normal Value",6.28772569922392
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","","","K02000001","Normal Value",6.94680124697766
"2019","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","","","K02000001","Normal Value",8.06924798067069
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","","","K02000001","Normal Value",8.42262382949008
"2019","221 Health Professionals","","England","","E92000001","Normal Value",83.7671801112162
"2020","221 Health Professionals","","England","","E92000001","Normal Value",89.8494712780365
"2019","222 Therapy Professionals","","England","","E92000001","Normal Value",30.5754648931926
"2020","222 Therapy Professionals","","England","","E92000001","Normal Value",33.4393525264253
"2019","223 Nursing and Midwifery Professionals","","England","","E92000001","Normal Value",102.847975750547
"2020","223 Nursing and Midwifery Professionals","","England","","E92000001","Normal Value",98.3198308021812
"2019","321 Health Associate Professionals","","England","","E92000001","Normal Value",25.2633998129691
"2020","321 Health Associate Professionals","","England","","E92000001","Normal Value",27.1086871618244
"2019","221 Health Professionals","2211 Medical practitioners","England","","E92000001","Normal Value",43.349293631255
"2020","221 Health Professionals","2211 Medical practitioners","England","","E92000001","Normal Value",47.2147388924144
"2019","221 Health Professionals","2212 Psychologists","England","","E92000001","Normal Value",5.578556639432
"2020","221 Health Professionals","2212 Psychologists","England","","E92000001","Normal Value",5.12819261378283
"2019","221 Health Professionals","2213 Pharmacists","England","","E92000001","Normal Value",10.0023165222937
"2020","221 Health Professionals","2213 Pharmacists","England","","E92000001","Normal Value",9.90271677144271
"2019","221 Health Professionals","2214 Ophthalmic opticians","England","","E92000001","Normal Value",2.36289182498234
"2020","221 Health Professionals","2214 Ophthalmic opticians","England","","E92000001","Normal Value",3.51900113842339
"2019","221 Health Professionals","2215 Dental practitioners","England","","E92000001","Normal Value",6.41356352495208
"2020","221 Health Professionals","2215 Dental practitioners","England","","E92000001","Normal Value",7.21483650490826
"2019","221 Health Professionals","2217 Medical radiographers","England","","E92000001","Normal Value",5.06333962496216
"2020","221 Health Professionals","2217 Medical radiographers","England","","E92000001","Normal Value",5.0397754997521
"2019","221 Health Professionals","2218 Podiatrists","England","","E92000001","Normal Value",1.75884429077633
"2020","221 Health Professionals","2218 Podiatrists","England","","E92000001","Normal Value",2.12201073673772
"2019","221 Health Professionals","2219 Health professionals n.e.c.","England","","E92000001","Normal Value",9.25614015650978
"2020","221 Health Professionals","2219 Health professionals n.e.c.","England","","E92000001","Normal Value",9.69051569776894
"2019","222 Therapy Professionals","2221 Physiotherapists","England","","E92000001","Normal Value",10.6241301604469
"2020","222 Therapy Professionals","2221 Physiotherapists","England","","E92000001","Normal Value",11.6710590520575
"2019","222 Therapy Professionals","2222 Occupational therapists","England","","E92000001","Normal Value",6.91101443547467
"2020","222 Therapy Professionals","2222 Occupational therapists","England","","E92000001","Normal Value",6.61360012949924
"2019","222 Therapy Professionals","2223 Speech and language therapists","England","","E92000001","Normal Value",3.09130208681901
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","","E92000001","Normal Value",3.41290060158651
"2019","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","","E92000001","Normal Value",9.96678431439921
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","","E92000001","Normal Value",11.7417927432821
"2019","223 Nursing and Midwifery Professionals","2231 Nurses","England","","E92000001","Normal Value",96.0080257308615
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","","E92000001","Normal Value",91.0873108744668
"2019","223 Nursing and Midwifery Professionals","2232 Midwives","England","","E92000001","Normal Value",6.83995001968573
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","","E92000001","Normal Value",7.23251992771441
"2019","321 Health Associate Professionals","3213 Paramedics","England","","E92000001","Normal Value",4.26386494733656
"2020","321 Health Associate Professionals","3213 Paramedics","England","","E92000001","Normal Value",5.32271026465046
"2019","321 Health Associate Professionals","3216 Dispensing opticians","England","","E92000001","Normal Value",1.35022389998991
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","","E92000001","Normal Value",1.85675939464551
"2019","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","","E92000001","Normal Value",5.02780741706769
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","","E92000001","Normal Value",3.97877013138323
"2019","321 Health Associate Professionals","3218 Medical and dental technicians","England","","E92000001","Normal Value",6.52016014863549
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","","E92000001","Normal Value",7.16178623648982
"2019","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","","E92000001","Normal Value",8.10134339993946
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","","E92000001","Normal Value",8.78866113465541
"2019","221 Health Professionals","","England","East","E12000006","Normal Value",81.3011780492592
"2020","221 Health Professionals","","England","East","E12000006","Normal Value",68.7492313564766
"2019","222 Therapy Professionals","","England","East","E12000006","Normal Value",30.3075397461736
"2020","222 Therapy Professionals","","England","East","E12000006","Normal Value",29.5095308606686
"2019","223 Nursing and Midwifery Professionals","","England","East","E12000006","Normal Value",94.6108383610709
"2020","223 Nursing and Midwifery Professionals","","England","East","E12000006","Normal Value",92.8353889778872
"2019","321 Health Associate Professionals","","England","East","E12000006","Normal Value",32.2318279840258
"2020","321 Health Associate Professionals","","England","East","E12000006","Normal Value",31.5831735697967
"2019","221 Health Professionals","2211 Medical practitioners","England","East","E12000006","Normal Value",39.7686235822806
"2020","221 Health Professionals","2211 Medical practitioners","England","East","E12000006","Normal Value",35.889969965678
"2019","221 Health Professionals","2212 Psychologists","England","East","E12000006","Normal Value",7.21608089194608
"2020","221 Health Professionals","2212 Psychologists","England","East","E12000006","Normal Value",5.26386226163278
"2019","221 Health Professionals","2213 Pharmacists","England","East","E12000006","Normal Value",9.30072648295273
"2020","221 Health Professionals","2213 Pharmacists","England","East","E12000006","Normal Value",7.33750497076084
"2019","221 Health Professionals","2214 Ophthalmic opticians","England","East","E12000006","Normal Value",1.1225014720805
"2020","221 Health Professionals","2214 Ophthalmic opticians","England","East","E12000006","Normal Value",2.2331536867533
"2019","221 Health Professionals","2215 Dental practitioners","England","East","E12000006","Normal Value",8.49893971718094
"2020","221 Health Professionals","2215 Dental practitioners","England","East","E12000006","Normal Value",3.34973053012995
"2019","221 Health Professionals","2217 Medical radiographers","England","East","E12000006","Normal Value",4.65036324147637
"2020","221 Health Professionals","2217 Medical radiographers","England","East","E12000006","Normal Value",6.06141714975896
"2019","221 Health Professionals","2218 Podiatrists","England","East","E12000006","Normal Value",1.76393088469793
"2020","221 Health Professionals","2218 Podiatrists","England","East","E12000006","Normal Value",0.797554888126178
"2019","221 Health Professionals","2219 Health professionals n.e.c.","England","East","E12000006","Normal Value",8.98001177664402
"2020","221 Health Professionals","2219 Health professionals n.e.c.","England","East","E12000006","Normal Value",7.33750497076084
"2019","222 Therapy Professionals","2221 Physiotherapists","England","East","E12000006","Normal Value",9.30072648295273
"2020","222 Therapy Professionals","2221 Physiotherapists","England","East","E12000006","Normal Value",7.65652692601131
"2019","222 Therapy Professionals","2222 Occupational therapists","England","East","E12000006","Normal Value",3.36750441624151
"2020","222 Therapy Professionals","2222 Occupational therapists","England","East","E12000006","Normal Value",6.06141714975896
"2019","222 Therapy Professionals","2223 Speech and language therapists","England","East","E12000006","Normal Value",3.52786176939586
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","East","E12000006","Normal Value",2.71168661962901
"2019","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","East","E12000006","Normal Value",14.1114470775835
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","East","E12000006","Normal Value",12.9203891876441
"2019","223 Nursing and Midwifery Professionals","2231 Nurses","England","East","E12000006","Normal Value",88.837973647514
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","East","E12000006","Normal Value",86.7739718281282
"2019","223 Nursing and Midwifery Professionals","2232 Midwives","England","East","E12000006","Normal Value",5.77286471355687
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","East","E12000006","Normal Value",6.06141714975896
"2019","321 Health Associate Professionals","3213 Paramedics","England","East","E12000006","Normal Value",7.05572353879173
"2020","321 Health Associate Professionals","3213 Paramedics","England","East","E12000006","Normal Value",9.09212572463843
"2019","321 Health Associate Professionals","3216 Dispensing opticians","England","East","E12000006","Normal Value",1.76393088469793
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","East","E12000006","Normal Value",0.797554888126178
"2019","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","East","E12000006","Normal Value",9.46108383610709
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","East","E12000006","Normal Value",3.82826346300566
"2019","321 Health Associate Professionals","3218 Medical and dental technicians","England","East","E12000006","Normal Value",4.00893382885894
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","East","E12000006","Normal Value",7.1779939931356
"2019","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","East","E12000006","Normal Value",9.7817985424158
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","East","E12000006","Normal Value",10.846746478516
"2019","221 Health Professionals","","England","East Midlands","E12000004","Normal Value",70.3070848035785
"2020","221 Health Professionals","","England","East Midlands","E12000004","Normal Value",76.2498553616288
"2019","222 Therapy Professionals","","England","East Midlands","E12000004","Normal Value",15.5089157654953
"2020","222 Therapy Professionals","","England","East Midlands","E12000004","Normal Value",23.6353999099389
"2019","223 Nursing and Midwifery Professionals","","England","East Midlands","E12000004","Normal Value",100.084203073329
"2020","223 Nursing and Midwifery Professionals","","England","East Midlands","E12000004","Normal Value",90.8421457408085
"2019","321 Health Associate Professionals","","England","East Midlands","E12000004","Normal Value",29.7771182697509
"2020","321 Health Associate Professionals","","England","East Midlands","E12000004","Normal Value",29.1845807583593
"2019","221 Health Professionals","2211 Medical practitioners","England","East Midlands","E12000004","Normal Value",37.6349689242685
"2020","221 Health Professionals","2211 Medical practitioners","England","East Midlands","E12000004","Normal Value",33.5006103071307
"2019","221 Health Professionals","2212 Psychologists","England","East Midlands","E12000004","Normal Value",1.24071326123962
"2020","221 Health Professionals","2212 Psychologists","England","East Midlands","E12000004","Normal Value",2.67182781590613
"2019","221 Health Professionals","2213 Pharmacists","England","East Midlands","E12000004","Normal Value",6.20356630619811
"2020","221 Health Professionals","2213 Pharmacists","England","East Midlands","E12000004","Normal Value",8.01548344771839
"2019","221 Health Professionals","2214 Ophthalmic opticians","England","East Midlands","E12000004","Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)",NA
"2020","221 Health Professionals","2214 Ophthalmic opticians","England","East Midlands","E12000004","Normal Value",2.87735303251429
"2019","221 Health Professionals","2215 Dental practitioners","England","East Midlands","E12000004","Normal Value",8.89177837221729
"2020","221 Health Professionals","2215 Dental practitioners","England","East Midlands","E12000004","Normal Value",12.1259877798817
"2019","221 Health Professionals","2217 Medical radiographers","England","East Midlands","E12000004","Normal Value",8.06463619805754
"2020","221 Health Professionals","2217 Medical radiographers","England","East Midlands","E12000004","Normal Value",4.72707998198777
"2019","221 Health Professionals","2218 Podiatrists","England","East Midlands","E12000004","Estimate is less than 500",NA
"2020","221 Health Professionals","2218 Podiatrists","England","East Midlands","E12000004","Normal Value",3.08287824912246
"2019","221 Health Professionals","2219 Health professionals n.e.c.","England","East Midlands","E12000004","Normal Value",7.44427956743773
"2020","221 Health Professionals","2219 Health professionals n.e.c.","England","East Midlands","E12000004","Normal Value",9.24863474736738
"2019","222 Therapy Professionals","2221 Physiotherapists","England","East Midlands","E12000004","Normal Value",8.06463619805754
"2020","222 Therapy Professionals","2221 Physiotherapists","England","East Midlands","E12000004","Normal Value",12.7425634297062
"2019","222 Therapy Professionals","2222 Occupational therapists","England","East Midlands","E12000004","Estimate is less than 500",NA
"2020","222 Therapy Professionals","2222 Occupational therapists","England","East Midlands","E12000004","Normal Value",3.90497911555511
"2019","222 Therapy Professionals","2223 Speech and language therapists","England","East Midlands","E12000004","Normal Value",3.10178315309905
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","East Midlands","E12000004","Normal Value",4.31602954877144
"2019","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","East Midlands","E12000004","Normal Value",3.72213978371886
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","East Midlands","E12000004","Normal Value",2.87735303251429
"2019","223 Nursing and Midwifery Professionals","2231 Nurses","England","East Midlands","E12000004","Normal Value",93.2602801365116
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","East Midlands","E12000004","Normal Value",83.2377127263064
"2019","223 Nursing and Midwifery Professionals","2232 Midwives","England","East Midlands","E12000004","Normal Value",7.03070848035785
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","East Midlands","E12000004","Normal Value",7.60443301450206
"2019","321 Health Associate Professionals","3213 Paramedics","England","East Midlands","E12000004","Normal Value",3.10178315309905
"2020","321 Health Associate Professionals","3213 Paramedics","England","East Midlands","E12000004","Normal Value",3.69945389894695
"2019","321 Health Associate Professionals","3216 Dispensing opticians","England","East Midlands","E12000004","Normal Value",1.86106989185943
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","East Midlands","E12000004","Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)",NA
"2019","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","East Midlands","E12000004","Normal Value",8.89177837221729
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","East Midlands","E12000004","Normal Value",4.52155476537961
"2019","321 Health Associate Professionals","3218 Medical and dental technicians","England","East Midlands","E12000004","Normal Value",9.5121350028371
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","East Midlands","E12000004","Normal Value",9.6596851805837
"2019","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","East Midlands","E12000004","Normal Value",6.61713739327798
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","East Midlands","E12000004","Normal Value",11.5094121300572
"2019","221 Health Professionals","","England","London","E12000007","Normal Value",99.754641519868
"2020","221 Health Professionals","","England","London","E12000007","Normal Value",136.962137577967
"2019","222 Therapy Professionals","","England","London","E12000007","Normal Value",37.7148420958785
"2020","222 Therapy Professionals","","England","London","E12000007","Normal Value",32.9908798545469
"2019","223 Nursing and Midwifery Professionals","","England","London","E12000007","Normal Value",84.1331092908059
"2020","223 Nursing and Midwifery Professionals","","England","London","E12000007","Normal Value",88.5310816298783
"2019","321 Health Associate Professionals","","England","London","E12000007","Normal Value",17.4068501980978
"2020","321 Health Associate Professionals","","England","London","E12000007","Normal Value",29.1030657302737
"2019","221 Health Professionals","2211 Medical practitioners","England","London","E12000007","Normal Value",50.5468149983224
"2020","221 Health Professionals","2211 Medical practitioners","England","London","E12000007","Normal Value",75.6457548180014
"2019","221 Health Professionals","2212 Psychologists","England","London","E12000007","Normal Value",9.03817221824307
"2020","221 Health Professionals","2212 Psychologists","England","London","E12000007","Normal Value",11.219120758617
"2019","221 Health Professionals","2213 Pharmacists","England","London","E12000007","Normal Value",13.0551376485733
"2020","221 Health Professionals","2213 Pharmacists","England","London","E12000007","Normal Value",14.5515328651368
"2019","221 Health Professionals","2214 Ophthalmic opticians","England","London","E12000007","Normal Value",3.23588881887715
"2020","221 Health Professionals","2214 Ophthalmic opticians","England","London","E12000007","Normal Value",5.88726138818513
"2019","221 Health Professionals","2215 Dental practitioners","England","London","E12000007","Normal Value",7.47601899533686
"2020","221 Health Professionals","2215 Dental practitioners","England","London","E12000007","Normal Value",12.3299247941236
"2019","221 Health Professionals","2217 Medical radiographers","England","London","E12000007","Normal Value",4.5748772956539
"2020","221 Health Professionals","2217 Medical radiographers","England","London","E12000007","Normal Value",6.44266340593845
"2019","221 Health Professionals","2218 Podiatrists","England","London","E12000007","Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)",NA
"2020","221 Health Professionals","2218 Podiatrists","England","London","E12000007","Normal Value",0.888643228405303
"2019","221 Health Professionals","2219 Health professionals n.e.c.","England","London","E12000007","Normal Value",11.8277315448613
"2020","221 Health Professionals","2219 Health professionals n.e.c.","England","London","E12000007","Normal Value",9.99723631955966
"2019","222 Therapy Professionals","2221 Physiotherapists","England","London","E12000007","Normal Value",15.1752027368032
"2020","222 Therapy Professionals","2221 Physiotherapists","England","London","E12000007","Normal Value",9.55291470535701
"2019","222 Therapy Professionals","2222 Occupational therapists","England","London","E12000007","Normal Value",7.69918374146632
"2020","222 Therapy Professionals","2222 Occupational therapists","England","London","E12000007","Normal Value",5.10969856333049
"2019","222 Therapy Professionals","2223 Speech and language therapists","England","London","E12000007","Normal Value",2.00848271516513
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","London","E12000007","Normal Value",3.33241210651989
"2019","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","London","E12000007","Normal Value",12.9435552755086
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","London","E12000007","Normal Value",15.2180152864408
"2019","223 Nursing and Midwifery Professionals","2231 Nurses","England","London","E12000007","Normal Value",75.0949370725628
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","London","E12000007","Normal Value",81.8662574168386
"2019","223 Nursing and Midwifery Professionals","2232 Midwives","England","London","E12000007","Normal Value",9.03817221824307
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","London","E12000007","Normal Value",6.66482421303977
"2019","321 Health Associate Professionals","3213 Paramedics","England","London","E12000007","Normal Value",2.34322983435931
"2020","321 Health Associate Professionals","3213 Paramedics","England","London","E12000007","Normal Value",6.8869850201411
"2019","321 Health Associate Professionals","3216 Dispensing opticians","England","London","E12000007","Normal Value",1.33898847677675
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","London","E12000007","Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)",NA
"2019","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","London","E12000007","Normal Value",1.78531796903567
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","London","E12000007","Normal Value",2.22160807101326
"2019","321 Health Associate Professionals","3218 Medical and dental technicians","England","London","E12000007","Normal Value",7.14127187614267
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","London","E12000007","Normal Value",7.44238703789441
"2019","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","London","E12000007","Normal Value",4.90962441484809
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","London","E12000007","Normal Value",12.5520856012249
"2019","221 Health Professionals","","England","North East","E12000001","Normal Value",83.8969849895559
"2020","221 Health Professionals","","England","North East","E12000001","Normal Value",99.5985098272395
"2019","222 Therapy Professionals","","England","North East","E12000001","Normal Value",23.9705671398731
"2020","222 Therapy Professionals","","England","North East","E12000001","Normal Value",36.1837282892967
"2019","223 Nursing and Midwifery Professionals","","England","North East","E12000001","Normal Value",123.22369670341
"2020","223 Nursing and Midwifery Professionals","","England","North East","E12000001","Normal Value",126.829563075885
"2019","321 Health Associate Professionals","","England","North East","E12000001","Normal Value",26.2178078092362
"2020","321 Health Associate Professionals","","England","North East","E12000001","Normal Value",30.9613345155838
"2019","221 Health Professionals","2211 Medical practitioners","England","North East","E12000001","Normal Value",41.948492494778
"2020","221 Health Professionals","2211 Medical practitioners","England","North East","E12000001","Normal Value",40.2870376829283
"2019","221 Health Professionals","2212 Psychologists","England","North East","E12000001","Normal Value",4.86902145028673
"2020","221 Health Professionals","2212 Psychologists","England","North East","E12000001","Normal Value",3.73028126693781
"2019","221 Health Professionals","2213 Pharmacists","England","North East","E12000001","Normal Value",13.1089039046181
"2020","221 Health Professionals","2213 Pharmacists","England","North East","E12000001","Normal Value",19.3974625880766
"2019","221 Health Professionals","2214 Ophthalmic opticians","England","North East","E12000001","Normal Value",2.99632089248414
"2020","221 Health Professionals","2214 Ophthalmic opticians","England","North East","E12000001","Normal Value",6.34147815379427
"2019","221 Health Professionals","2215 Dental practitioners","England","North East","E12000001","Normal Value",3.74540111560518
"2020","221 Health Professionals","2215 Dental practitioners","England","North East","E12000001","Normal Value",6.34147815379427
"2019","221 Health Professionals","2217 Medical radiographers","England","North East","E12000001","Normal Value",5.24356156184725
"2020","221 Health Professionals","2217 Medical radiographers","England","North East","E12000001","Normal Value",7.46056253387562
"2019","221 Health Professionals","2218 Podiatrists","England","North East","E12000001","Normal Value",1.87270055780259
"2020","221 Health Professionals","2218 Podiatrists","England","North East","E12000001","Normal Value",4.47633752032537
"2019","221 Health Professionals","2219 Health professionals n.e.c.","England","North East","E12000001","Normal Value",10.112583012134
"2020","221 Health Professionals","2219 Health professionals n.e.c.","England","North East","E12000001","Normal Value",11.5638719275072
"2019","222 Therapy Professionals","2221 Physiotherapists","England","North East","E12000001","Normal Value",6.3671818965288
"2020","222 Therapy Professionals","2221 Physiotherapists","England","North East","E12000001","Normal Value",9.6987312940383
"2019","222 Therapy Professionals","2222 Occupational therapists","England","North East","E12000001","Normal Value",3.74540111560518
"2020","222 Therapy Professionals","2222 Occupational therapists","England","North East","E12000001","Normal Value",11.5638719275072
"2019","222 Therapy Professionals","2223 Speech and language therapists","England","North East","E12000001","Normal Value",4.86902145028673
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","North East","E12000001","Normal Value",4.84936564701915
"2019","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","North East","E12000001","Normal Value",8.98896267745242
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","North East","E12000001","Normal Value",9.32570316734452
"2019","223 Nursing and Midwifery Professionals","2231 Nurses","England","North East","E12000001","Normal Value",112.736573579716
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","North East","E12000001","Normal Value",118.622944288622
"2019","223 Nursing and Midwifery Professionals","2232 Midwives","England","North East","E12000001","Normal Value",10.4871231236945
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","North East","E12000001","Normal Value",8.20661878726318
"2019","321 Health Associate Professionals","3213 Paramedics","England","North East","E12000001","Normal Value",10.112583012134
"2020","321 Health Associate Professionals","3213 Paramedics","England","North East","E12000001","Normal Value",8.95267504065074
"2019","321 Health Associate Professionals","3216 Dispensing opticians","England","North East","E12000001","Estimate is less than 500",NA
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","North East","E12000001","Estimate is less than 500",NA
"2019","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","North East","E12000001","Normal Value",3.74540111560518
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","North East","E12000001","Normal Value",7.8335906605694
"2019","321 Health Associate Professionals","3218 Medical and dental technicians","England","North East","E12000001","Normal Value",5.24356156184725
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","North East","E12000001","Normal Value",4.84936564701915
"2019","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","North East","E12000001","Normal Value",6.3671818965288
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","North East","E12000001","Normal Value",7.8335906605694
"2019","221 Health Professionals","","England","North West","E12000002","Normal Value",94.6712225092478
"2020","221 Health Professionals","","England","North West","E12000002","Normal Value",79.4032567008205
"2019","222 Therapy Professionals","","England","North West","E12000002","Normal Value",37.8684890036991
"2020","222 Therapy Professionals","","England","North West","E12000002","Normal Value",35.8332645624215
"2019","223 Nursing and Midwifery Professionals","","England","North West","E12000002","Normal Value",117.147124256048
"2020","223 Nursing and Midwifery Professionals","","England","North West","E12000002","Normal Value",107.635525750001
"2019","321 Health Associate Professionals","","England","North West","E12000002","Normal Value",22.6121193331441
"2020","321 Health Associate Professionals","","England","North West","E12000002","Normal Value",23.7531109788779
"2019","221 Health Professionals","2211 Medical practitioners","England","North West","E12000002","Normal Value",52.0351179835002
"2020","221 Health Professionals","2211 Medical practitioners","England","North West","E12000002","Normal Value",46.2846333931278
"2019","221 Health Professionals","2212 Psychologists","England","North West","E12000002","Normal Value",4.90383310839269
