"Year","Occupation minor group","Occupation unit group","Country","Region","GeoCode","Observation status","Value"
"2021","221 Health Professionals (not including Veterinarians)","","England","East","E12000006","Normal Value",""
"2020","222 Therapy Professionals","","England","East","E12000006","Normal Value","29.5095308606686"
"2021","222 Therapy Professionals","","England","East","E12000006","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","","England","East","E12000006","Normal Value","92.8353889778872"
"2021","223 Nursing and Midwifery Professionals","","England","East","E12000006","Normal Value",""
"2020","321 Health Associate Professionals","","England","East","E12000006","Normal Value","31.5831735697967"
"2021","321 Health Associate Professionals","","England","East","E12000006","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","East","E12000006","Normal Value","35.889969965678"
"2021","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","East","E12000006","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","East","E12000006","Normal Value","5.26386226163278"
"2021","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","East","E12000006","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","East","E12000006","Normal Value","7.33750497076084"
"2021","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","East","E12000006","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","East","E12000006","Normal Value","2.2331536867533"
"2021","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","East","E12000006","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","East","E12000006","Normal Value","3.34973053012995"
"2021","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","East","E12000006","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","East","E12000006","Normal Value","6.06141714975896"
"2021","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","East","E12000006","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","East","E12000006","Normal Value","0.797554888126178"
"2021","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","East","E12000006","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","East","E12000006","Normal Value","7.33750497076084"
"2021","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","East","E12000006","Normal Value",""
"2020","222 Therapy Professionals","2221 Physiotherapists","England","East","E12000006","Normal Value","7.65652692601131"
"2021","222 Therapy Professionals","2221 Physiotherapists","England","East","E12000006","Normal Value",""
"2020","222 Therapy Professionals","2222 Occupational therapists","England","East","E12000006","Normal Value","6.06141714975896"
"2021","222 Therapy Professionals","2222 Occupational therapists","England","East","E12000006","Normal Value",""
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","East","E12000006","Normal Value","2.71168661962901"
"2021","222 Therapy Professionals","2223 Speech and language therapists","England","East","E12000006","Normal Value",""
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","East","E12000006","Normal Value","12.9203891876441"
"2021","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","East","E12000006","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","East","E12000006","Normal Value","86.7739718281282"
"2021","223 Nursing and Midwifery Professionals","2231 Nurses","England","East","E12000006","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","East","E12000006","Normal Value","6.06141714975896"
"2021","223 Nursing and Midwifery Professionals","2232 Midwives","England","East","E12000006","Normal Value",""
"2020","321 Health Associate Professionals","3213 Paramedics","England","East","E12000006","Normal Value","9.09212572463843"
"2021","321 Health Associate Professionals","3213 Paramedics","England","East","E12000006","Normal Value",""
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","East","E12000006","Normal Value","0.797554888126178"
"2021","321 Health Associate Professionals","3216 Dispensing opticians","England","East","E12000006","Missing value; data exist but were not collected",""
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","East","E12000006","Normal Value","3.82826346300566"
"2021","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","East","E12000006","Normal Value",""
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","East","E12000006","Normal Value","7.1779939931356"
"2021","321 Health Associate Professionals","3218 Medical and dental technicians","England","East","E12000006","Normal Value",""
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","East","E12000006","Normal Value","10.846746478516"
"2021","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","East","E12000006","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","","England","East Midlands","E12000004","Normal Value","76.2498553616288"
"2021","221 Health Professionals (not including Veterinarians)","","England","East Midlands","E12000004","Normal Value",""
"2020","222 Therapy Professionals","","England","East Midlands","E12000004","Normal Value","23.6353999099389"
"2021","222 Therapy Professionals","","England","East Midlands","E12000004","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","","England","East Midlands","E12000004","Normal Value","90.8421457408085"
"2021","223 Nursing and Midwifery Professionals","","England","East Midlands","E12000004","Normal Value",""
"2020","321 Health Associate Professionals","","England","East Midlands","E12000004","Normal Value","29.1845807583593"
"2021","321 Health Associate Professionals","","England","East Midlands","E12000004","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","East Midlands","E12000004","Normal Value","33.5006103071307"
"2021","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","East Midlands","E12000004","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","East Midlands","E12000004","Normal Value","2.67182781590613"
"2021","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","East Midlands","E12000004","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","East Midlands","E12000004","Normal Value","8.01548344771839"
"2021","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","East Midlands","E12000004","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","East Midlands","E12000004","Normal Value","2.87735303251429"
"2021","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","East Midlands","E12000004","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","East Midlands","E12000004","Normal Value","12.1259877798817"
"2021","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","East Midlands","E12000004","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","East Midlands","E12000004","Normal Value","4.72707998198777"
"2021","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","East Midlands","E12000004","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","East Midlands","E12000004","Normal Value","3.08287824912246"
"2021","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","East Midlands","E12000004","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","East Midlands","E12000004","Normal Value","9.24863474736738"
"2021","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","East Midlands","E12000004","Normal Value",""
"2020","222 Therapy Professionals","2221 Physiotherapists","England","East Midlands","E12000004","Normal Value","12.7425634297062"
"2021","222 Therapy Professionals","2221 Physiotherapists","England","East Midlands","E12000004","Normal Value",""
"2020","222 Therapy Professionals","2222 Occupational therapists","England","East Midlands","E12000004","Normal Value","3.90497911555511"
"2021","222 Therapy Professionals","2222 Occupational therapists","England","East Midlands","E12000004","Normal Value",""
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","East Midlands","E12000004","Normal Value","4.31602954877144"
"2021","222 Therapy Professionals","2223 Speech and language therapists","England","East Midlands","E12000004","Normal Value",""
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","East Midlands","E12000004","Normal Value","2.87735303251429"
"2021","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","East Midlands","E12000004","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","East Midlands","E12000004","Normal Value","83.2377127263064"
"2021","223 Nursing and Midwifery Professionals","2231 Nurses","England","East Midlands","E12000004","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","East Midlands","E12000004","Normal Value","7.60443301450206"
"2021","223 Nursing and Midwifery Professionals","2232 Midwives","England","East Midlands","E12000004","Normal Value",""
"2020","321 Health Associate Professionals","3213 Paramedics","England","East Midlands","E12000004","Normal Value","3.69945389894695"
"2021","321 Health Associate Professionals","3213 Paramedics","England","East Midlands","E12000004","Normal Value",""
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","East Midlands","E12000004","Missing value; suppressed",""
"2021","321 Health Associate Professionals","3216 Dispensing opticians","England","East Midlands","E12000004","Normal Value",""
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","East Midlands","E12000004","Normal Value","4.52155476537961"
"2021","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","East Midlands","E12000004","Normal Value",""
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","East Midlands","E12000004","Normal Value","9.6596851805837"
"2021","321 Health Associate Professionals","3218 Medical and dental technicians","England","East Midlands","E12000004","Normal Value",""
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","East Midlands","E12000004","Normal Value","11.5094121300572"
"2021","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","East Midlands","E12000004","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","","England","London","E12000007","Normal Value","136.962137577967"
"2021","221 Health Professionals (not including Veterinarians)","","England","London","E12000007","Normal Value",""
"2020","222 Therapy Professionals","","England","London","E12000007","Normal Value","32.9908798545469"
"2021","222 Therapy Professionals","","England","London","E12000007","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","","England","London","E12000007","Normal Value","88.5310816298783"
"2021","223 Nursing and Midwifery Professionals","","England","London","E12000007","Normal Value",""
"2020","321 Health Associate Professionals","","England","London","E12000007","Normal Value","29.1030657302737"
"2021","321 Health Associate Professionals","","England","London","E12000007","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","London","E12000007","Normal Value","75.6457548180014"
"2021","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","London","E12000007","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","London","E12000007","Normal Value","11.219120758617"
"2021","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","London","E12000007","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","London","E12000007","Normal Value","14.5515328651368"
"2021","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","London","E12000007","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","London","E12000007","Normal Value","5.88726138818513"
"2021","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","London","E12000007","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","London","E12000007","Normal Value","12.3299247941236"
"2021","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","London","E12000007","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","London","E12000007","Normal Value","6.44266340593845"
"2021","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","London","E12000007","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","London","E12000007","Normal Value","0.888643228405303"
"2021","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","London","E12000007","Missing value; data exist but were not collected",""
"2020","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","London","E12000007","Normal Value","9.99723631955966"
"2021","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","London","E12000007","Normal Value",""
"2020","222 Therapy Professionals","2221 Physiotherapists","England","London","E12000007","Normal Value","9.55291470535701"
"2021","222 Therapy Professionals","2221 Physiotherapists","England","London","E12000007","Normal Value",""
"2020","222 Therapy Professionals","2222 Occupational therapists","England","London","E12000007","Normal Value","5.10969856333049"
"2021","222 Therapy Professionals","2222 Occupational therapists","England","London","E12000007","Normal Value",""
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","London","E12000007","Normal Value","3.33241210651989"
"2021","222 Therapy Professionals","2223 Speech and language therapists","England","London","E12000007","Normal Value",""
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","London","E12000007","Normal Value","15.2180152864408"
"2021","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","London","E12000007","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","London","E12000007","Normal Value","81.8662574168386"
"2021","223 Nursing and Midwifery Professionals","2231 Nurses","England","London","E12000007","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","London","E12000007","Normal Value","6.66482421303977"
"2021","223 Nursing and Midwifery Professionals","2232 Midwives","England","London","E12000007","Normal Value",""
"2020","321 Health Associate Professionals","3213 Paramedics","England","London","E12000007","Normal Value","6.8869850201411"
"2021","321 Health Associate Professionals","3213 Paramedics","England","London","E12000007","Normal Value",""
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","London","E12000007","Missing value; suppressed",""
"2021","321 Health Associate Professionals","3216 Dispensing opticians","England","London","E12000007","Normal Value",""
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","London","E12000007","Normal Value","2.22160807101326"
"2021","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","London","E12000007","Normal Value",""
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","London","E12000007","Normal Value","7.44238703789441"
"2021","321 Health Associate Professionals","3218 Medical and dental technicians","England","London","E12000007","Normal Value",""
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","London","E12000007","Normal Value","12.5520856012249"
"2021","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","London","E12000007","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","","England","North East","E12000001","Normal Value","99.5985098272395"
"2021","221 Health Professionals (not including Veterinarians)","","England","North East","E12000001","Normal Value",""
"2020","222 Therapy Professionals","","England","North East","E12000001","Normal Value","36.1837282892967"
"2021","222 Therapy Professionals","","England","North East","E12000001","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","","England","North East","E12000001","Normal Value","126.829563075885"
"2021","223 Nursing and Midwifery Professionals","","England","North East","E12000001","Normal Value",""
"2020","321 Health Associate Professionals","","England","North East","E12000001","Normal Value","30.9613345155838"
"2021","321 Health Associate Professionals","","England","North East","E12000001","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","North East","E12000001","Normal Value","40.2870376829283"
"2021","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","North East","E12000001","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","North East","E12000001","Normal Value","3.73028126693781"
"2021","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","North East","E12000001","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","North East","E12000001","Normal Value","19.3974625880766"
"2021","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","North East","E12000001","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","North East","E12000001","Normal Value","6.34147815379427"
"2021","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","North East","E12000001","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","North East","E12000001","Normal Value","6.34147815379427"
"2021","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","North East","E12000001","Missing value; data exist but were not collected",""
"2020","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","North East","E12000001","Normal Value","7.46056253387562"
"2021","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","North East","E12000001","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","North East","E12000001","Normal Value","4.47633752032537"
"2021","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","North East","E12000001","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","North East","E12000001","Normal Value","11.5638719275072"
"2021","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","North East","E12000001","Normal Value",""
"2020","222 Therapy Professionals","2221 Physiotherapists","England","North East","E12000001","Normal Value","9.6987312940383"
"2021","222 Therapy Professionals","2221 Physiotherapists","England","North East","E12000001","Normal Value",""
"2020","222 Therapy Professionals","2222 Occupational therapists","England","North East","E12000001","Normal Value","11.5638719275072"
"2021","222 Therapy Professionals","2222 Occupational therapists","England","North East","E12000001","Normal Value",""
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","North East","E12000001","Normal Value","4.84936564701915"
"2021","222 Therapy Professionals","2223 Speech and language therapists","England","North East","E12000001","Normal Value",""
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","North East","E12000001","Normal Value","9.32570316734452"
"2021","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","North East","E12000001","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","North East","E12000001","Normal Value","118.622944288622"
"2021","223 Nursing and Midwifery Professionals","2231 Nurses","England","North East","E12000001","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","North East","E12000001","Normal Value","8.20661878726318"
"2021","223 Nursing and Midwifery Professionals","2232 Midwives","England","North East","E12000001","Normal Value",""
"2020","321 Health Associate Professionals","3213 Paramedics","England","North East","E12000001","Normal Value","8.95267504065074"
"2021","321 Health Associate Professionals","3213 Paramedics","England","North East","E12000001","Normal Value",""
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","North East","E12000001","Missing value; data exist but were not collected",""
"2021","321 Health Associate Professionals","3216 Dispensing opticians","England","North East","E12000001","Missing value; data exist but were not collected",""
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","North East","E12000001","Normal Value","7.8335906605694"
"2021","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","North East","E12000001","Normal Value",""
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","North East","E12000001","Normal Value","4.84936564701915"
"2021","321 Health Associate Professionals","3218 Medical and dental technicians","England","North East","E12000001","Normal Value",""
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","North East","E12000001","Normal Value","7.8335906605694"
"2021","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","North East","E12000001","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","","England","North West","E12000002","Normal Value","79.4032567008205"
"2021","221 Health Professionals (not including Veterinarians)","","England","North West","E12000002","Normal Value",""
