ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2017,0.17303,115461.3019,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2017,0.225,25308.55575,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2017,0.1625,90153.7195,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2018,1.04132,699156.76847,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2018,5.8985,657497.60889,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2018,0.0744,41659.13537,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2018,0.71795,482042.09829,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2018,0.30023,33465.7359,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2018,0.8011,448576.35645,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2018,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2018,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2018,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2018,98.06786,65844410.0936,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2018,93.57627,10430816.22033,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2018,98.962,55413592.92848,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2018,0.17287,116071.043,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2018,0.225,25080.435,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2018,0.1625,90991.5825,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2019,1.02652,693212.27562,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2019,5.8985,651184.50263,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2019,0.0744,42027.79033,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2019,0.71922,485690.35274,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2019,0.30023,33144.40736,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2019,0.8011,452545.95153,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2019,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2019,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2019,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2019,98.08154,66234627.00346,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2019,93.57627,10330662.47037,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2019,98.962,55903965.46496,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2019,0.17272,116638.36684,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2019,0.225,24839.61975,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2019,0.1625,91796.796,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2020,1.0119,686941.07358,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2020,5.8985,644565.08724,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2020,0.0744,42376.0215,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2020,0.72048,489103.10305,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2020,0.30023,32807.4881,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2020,0.8011,456295.62772,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2020,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2020,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2020,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2020,98.09506,66592818.33088,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2020,93.57627,10225649.30452,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2020,98.962,56367170.95362,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2020,0.17256,117145.49318,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2020,0.225,24587.12025,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2020,0.1625,92557.4,Unimproved
