ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2010,100,51594088,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2010,1.1912,755936.2725,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2010,5.92439,702971.2761,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2010,0.10266,52965.01567,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2010,0.0523,33189.43859,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2010,0.70745,448945.8443,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2010,0.30023,35623.92019,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2010,0.8011,413321.9467,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2010,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2010,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2010,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2010,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2010,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2010,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2010,97.92716,62144378.66,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2010,93.55038,11100420.95,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2010,98.93374,51043960.65,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2010,99.9477,63426609.59,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2010,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2010,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2010,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2010,0.17419,110539.2213,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2010,0.225,26697.8565,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2010,0.1625,83840.393,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2010,0,0.97728,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2010,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2010,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2011,100,11799240,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2011,100,52222680,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2011,1.16472,745673.3178,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2011,5.91426,697837.7207,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2011,0.0916,47835.60567,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2011,0.06795,43504.58034,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2011,0.70879,453781.9508,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2011,0.30023,35424.34817,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2011,0.8011,418357.6181,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2011,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2011,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2011,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2011,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2011,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2011,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2011,97.95247,62711052.63,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2011,93.56051,11039429.64,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2011,98.9448,51671624.92,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2011,99.93204,63978413.47,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2011,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2011,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2011,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2011,0.17402,111412.095,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2011,0.225,26548.29,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2011,0.1625,84861.855,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2011,0,1.95267,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2011,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2011,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2012,100,11719731,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2012,100,52805568,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2012,1.13828,734478.4171,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2012,5.90413,691948.0311,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2012,0.08054,42530.36698,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2012,0.08361,53946.58935,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2012,0.71013,458212.8089,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2012,0.30023,35185.64174,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2012,0.8011,423027.1531,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2012,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2012,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2012,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2012,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2012,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2012,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2012,97.97774,63220431.31,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2012,93.57065,10966227.93,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2012,98.95586,52254201.43,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2012,99.9164,64471354.38,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2012,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2012,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2012,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2012,0.17385,112177.4696,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2012,0.225,26369.39475,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2012,0.1625,85809.048,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2012,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2012,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2012,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2013,100,11630839,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2013,100,53353176,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2013,1.1168,725738.9089,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2013,5.8985,686045.1133,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2013,0.0744,39693.79992,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2013,0.09926,64501.84695,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2013,0.71146,462332.8245,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2013,0.30023,34918.76513,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2013,0.8011,427414.0589,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2013,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2013,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2013,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2013,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2013,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2013,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2013,97.99806,63683074.99,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2013,93.57627,10883705.73,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2013,98.962,52799369.23,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2013,99.90074,64919513.18,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2013,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2013,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2013,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2013,0.17369,112869.2753,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2013,0.225,26169.38775,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2013,0.1625,86698.911,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2013,0,0.97476,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2013,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2013,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2014,100,11537354,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2014,100,53885692,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2014,1.10148,720620.9229,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2014,5.8985,680530.9,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2014,0.0744,40089.98221,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2014,0.11491,75178.09027,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2014,0.71277,466318.1661,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2014,0.30023,34638.09915,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2014,0.8011,431680.0622,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2014,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2014,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2014,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2014,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2014,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2014,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2014,98.01222,64122584.63,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2014,93.57627,10796225.95,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2014,98.962,53326357.71,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2014,99.88509,65347868.94,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2014,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2014,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2014,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2014,0.17352,113524.2744,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2014,0.225,25959.0465,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2014,0.1625,87564.2495,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2014,0,0.9748,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2014,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2014,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2015,100,11442544,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2015,100,54417604,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2015,1.08628,715424.2392,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2015,5.8985,674938.5315,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2015,0.0744,40485.71514,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2015,0.13056,85989.2544,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2015,0.71408,470294.6908,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2015,0.30023,34353.45519,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2015,0.8011,435941.2269,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2015,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2015,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2015,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2015,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2015,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2015,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2015,98.02628,64560255.71,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2015,93.57627,10707506.29,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2015,98.962,53852748.45,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2015,99.86944,65774159.72,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2015,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2015,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2015,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2015,0.17336,114173.3553,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2015,0.225,25745.724,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2015,0.1625,88428.6065,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2015,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2015,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2015,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2016,100,11346231,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2016,100,54951712,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2016,1.07114,710140.6045,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2016,5.8985,669257.5086,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2016,0.0744,40883.08185,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2016,0.14622,96938.26942,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2016,0.71538,474284.297,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2016,0.30023,34064.29883,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2016,0.8011,440219.9837,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2016,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2016,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2016,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2016,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2016,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2016,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2016,98.04029,64998694.52,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2016,93.57627,10617380.17,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2016,98.962,54381312.41,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2016,99.85379,66201006.71,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2016,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2016,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2016,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2016,0.17319,114824.5783,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2016,0.225,25529.01975,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2016,0.1625,89296.532,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2016,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2016,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2016,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2017,100,11248247,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2017,100,55479212,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2017,1.05617,704753.4498,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2017,5.8985,663477.9217,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2017,0.0744,41275.53233,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2017,0.16187,108010.9354,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2017,0.71667,478215.9458,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2017,0.30023,33770.12571,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2017,0.8011,444445.8037,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2017,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2017,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2017,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2017,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2017,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2017,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2017,98.05413,65429029.3,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2017,93.57627,10525690.4,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2017,98.962,54903336.95,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2017,99.83813,66619450.04,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2017,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2017,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2017,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2017,0.17303,115461.3019,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2017,0.225,25308.55575,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2017,0.1625,90153.7195,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2017,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2017,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2017,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2018,100,11146860,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2018,100,55994820,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2018,1.04132,699156.7685,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2018,5.8985,657497.6089,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2018,0.0744,41659.13537,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2018,0.17752,119190.9094,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2018,0.71795,482042.0983,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2018,0.30023,33465.7359,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2018,0.8011,448576.3565,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2018,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2018,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2018,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2018,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2018,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2018,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2018,98.06786,65844410.09,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2018,93.57627,10430816.22,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2018,98.962,55413592.93,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2018,99.82248,67022490.07,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2018,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2018,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2018,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2018,0.17287,116071.043,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2018,0.225,25080.435,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2018,0.1625,90991.5825,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2018,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2018,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2018,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2019,100,11039831,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2019,100,56490336,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2019,1.02652,693212.2756,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2019,5.8985,651184.5026,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2019,0.0744,42027.79033,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2019,0.17752,119880.5537,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2019,0.71922,485690.3527,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2019,0.30023,33144.40736,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2019,0.8011,452545.9515,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2019,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2019,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2019,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2019,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2019,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2019,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2019,98.08154,66234627,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2019,93.57627,10330662.47,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2019,98.962,55903965.46,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2019,99.82248,67410285.49,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2019,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2019,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2019,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2019,0.17272,116638.3668,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2019,0.225,24839.61975,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2019,0.1625,91796.796,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2019,0,1.95162,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2019,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2019,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2020,100,10927609,At least basic
