Year,IncomeGroup,TypeofAidCode,TypeofAidText,SectorPurposeCode(CRScode),SectorPurposeText,BroadSectorCode,SIDsector,AmountsExtended,HeadlineMeasureofODA(£thousands)
2017,UMICs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,2.02652,2.02652
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,2.69871,2.69871
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,41.41779,41.41779
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,3.19888,3.19888
2017,UMICs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,0.96992,0.96992
2017,UMICs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,0.03923,0.03923
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,28.83488,28.83488
2017,LMICs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,3.3022,3.3022
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,206.06163,206.06163
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,208.99869,208.99869
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,5.67485,5.67485
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,23.5043,23.5043
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,101.56818,101.56818
2017,LDCs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,1338.1651,1338.1651
2017,LMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,331.279,331.279
2017,LMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,237.546,237.546
2017,LMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,883.81115,883.81115
2017,LDCs,B03,Contributions to specific-purpose programmes and funds managed by implementing partners,15230,Participation in international peacekeeping operations,152,Government and Civil Society,10505.122,10505.122
2017,LDCs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,1556.146,1556.146
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,375.041,375.041
2017,LDCs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,1665.155,1665.155
2017,LDCs,D02,Other technical assistance,15210,Security system management and reform,152,Government and Civil Society,1196.296,1196.296
2017,LDCs,D02,Other technical assistance,15210,Security system management and reform,152,Government and Civil Society,1866.509,1866.509
2017,LDCs,D02,Other technical assistance,15210,Security system management and reform,152,Government and Civil Society,2953.359,2953.359
2017,LDCs,D02,Other technical assistance,15210,Security system management and reform,152,Government and Civil Society,7757.59713,7757.59713
2017,LDCs,D02,Other technical assistance,15210,Security system management and reform,152,Government and Civil Society,2904.222,2904.222
2017,LDCs,B03,Contributions to specific-purpose programmes and funds managed by implementing partners,15230,Participation in international peacekeeping operations,152,Government and Civil Society,35000,35000
2017,LDCs,B03,Contributions to specific-purpose programmes and funds managed by implementing partners,15230,Participation in international peacekeeping operations,152,Government and Civil Society,555,555
2017,LMICs,C01,Project-type interventions,15113,Anti-corruption organisations and institutions,151,Government and Civil Society,2518.515474,2518.515474
2017,LDCs,C01,Project-type interventions,15130,Legal and judicial development,151,Government and Civil Society,169.402,169.402
2017,Part I unallocated by income,D01,Donor country personnel,15130,Legal and judicial development,151,Government and Civil Society,508.802,508.802
2017,Part I unallocated by income,D01,Donor country personnel,15130,Legal and judicial development,151,Government and Civil Society,466.486,466.486
2017,Part I unallocated by income,D01,Donor country personnel,15210,Security system management and reform,152,Government and Civil Society,1608.587,1608.587
2017,LMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,226.8531239,226.8531239
2017,UMICs,D02,Other technical assistance,15130,Legal and judicial development,151,Government and Civil Society,43.043,43.043
2017,Part I unallocated by income,C01,Project-type interventions,15110,Public sector policy and administrative management,151,Government and Civil Society,1014.374,1014.374
2017,Part I unallocated by income,C01,Project-type interventions,15110,Public sector policy and administrative management,151,Government and Civil Society,4530.582,4530.582
2017,Part I unallocated by income,C01,Project-type interventions,15110,Public sector policy and administrative management,151,Government and Civil Society,964.704,964.704
2017,Part I unallocated by income,C01,Project-type interventions,15110,Public sector policy and administrative management,151,Government and Civil Society,3179.452,3179.452
2017,Part I unallocated by income,C01,Project-type interventions,15110,Public sector policy and administrative management,151,Government and Civil Society,1604.402,1604.402
2017,Part I unallocated by income,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,510.921,510.921
2017,Part I unallocated by income,C01,Project-type interventions,15113,Anti-corruption organisations and institutions,151,Government and Civil Society,3028.221,3028.221
2017,Part I unallocated by income,C01,Project-type interventions,72050,Relief co-ordination and support services,720,Humanitarian Aid,7500.746,7500.746
2017,Part I unallocated by income,D01,Donor country personnel,15210,Security system management and reform,152,Government and Civil Society,1510.577,1510.577
2017,Part I unallocated by income,B04,Basket funds/pooled funding,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,1492.991,1492.991
2017,Part I unallocated by income,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,72.739,72.739
2017,LDCs,C01,Project-type interventions,11330,Vocational training,113,Education,605.104,605.104
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,45.303,45.303
2017,LMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,1020.345,1020.345
2017,LMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,107.738,107.738
2017,LMICs,D01,Donor country personnel,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,594.993,594.993
2017,LDCs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,959.205,959.205
2017,LDCs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,825.216,825.216
2017,LDCs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,45.145,45.145
2017,LDCs,D01,Donor country personnel,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,513.766,513.766
2017,LDCs,D01,Donor country personnel,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,103.355,103.355
2017,LDCs,D02,Other technical assistance,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,845.313875,845.313875
2017,LDCs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,911.08753,911.08753
2017,LDCs,C01,Project-type interventions,15180,Ending violence against women and girls,151,Government and Civil Society,1117.117,1117.117
2017,LDCs,C01,Project-type interventions,15130,Legal and judicial development,151,Government and Civil Society,2741.608,2741.608
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,956.13187,956.13187
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,1084.529,1084.529
2017,LDCs,C01,Project-type interventions,15261,Child soldiers (prevention and demobilisation),152,Government and Civil Society,224.568,224.568
2017,LDCs,C01,Project-type interventions,16066,Culture,160,Other Social Infrastructure and Services,790.57254,790.57254
2017,LDCs,C01,Project-type interventions,15153,Media and free flow of information,151,Government and Civil Society,174.91007,174.91007
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,360.2651292,360.2651292
2017,LDCs,C01,Project-type interventions,15132,Police,151,Government and Civil Society,1.43102,1.43102
2017,LDCs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,110.42937,110.42937
2017,LDCs,D01,Donor country personnel,15210,Security system management and reform,152,Government and Civil Society,1918.53569,1918.53569
2017,LDCs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,1617.34881,1617.34881
2017,LDCs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,376.52037,376.52037
2017,Part I unallocated by income,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,691.857,691.857
2017,Part I unallocated by income,D01,Donor country personnel,15210,Security system management and reform,152,Government and Civil Society,313.793,313.793
2017,Other LICs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,850.705,850.705
2017,LDCs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,741.7785,741.7785
2017,Other LICs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,861.92594,861.92594
2017,Other LICs,C01,Project-type interventions,15130,Legal and judicial development,151,Government and Civil Society,238.283,238.283
2017,Other LICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,3327.6901,3327.6901
2017,LDCs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,302.904,302.904
2017,Other LICs,C01,Project-type interventions,15160,Human rights,151,Government and Civil Society,170.128,170.128
2017,LDCs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,405.999,405.999
2017,LDCs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,91.23085,91.23085
2017,LDCs,D02,Other technical assistance,15210,Security system management and reform,152,Government and Civil Society,283.603,283.603
2017,LDCs,C01,Project-type interventions,15160,Human rights,151,Government and Civil Society,63.278,63.278
2017,LDCs,C01,Project-type interventions,15180,Ending violence against women and girls,151,Government and Civil Society,110,110
2017,LDCs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,300.707,300.707
2017,LDCs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,328.708,328.708
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,100.761,100.761
2017,LMICs,C01,Project-type interventions,15180,Ending violence against women and girls,151,Government and Civil Society,292.454,292.454
2017,LMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,654.464,654.464
2017,LMICs,C01,Project-type interventions,15132,Police,151,Government and Civil Society,3040.692,3040.692
2017,LDCs,B03,Contributions to specific-purpose programmes and funds managed by implementing partners,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,16,16
2017,LDCs,C01,Project-type interventions,15132,Police,151,Government and Civil Society,40,40
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,8.571,8.571
2017,LDCs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,1805.69735,1805.69735
2017,LDCs,B03,Contributions to specific-purpose programmes and funds managed by implementing partners,15131,"Justice, law and order policy, planning and administration",151,Government and Civil Society,2240.974,2240.974
2017,LDCs,C01,Project-type interventions,15180,Ending violence against women and girls,151,Government and Civil Society,22.022,22.022
2017,LDCs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,430.568,430.568
2017,LDCs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,6026.687,6026.687
2017,LDCs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,750.76848,750.76848
2017,LDCs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,943.62107,943.62107
2017,LDCs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,101.3078951,101.3078951
2017,Part I unallocated by income,C01,Project-type interventions,99810,Sectors not specified,998,Unallocated / Unspecified,723.134,723.134
2017,Part I unallocated by income,C01,Project-type interventions,99810,Sectors not specified,998,Unallocated / Unspecified,157.72,157.72
2017,Part I unallocated by income,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,146.972,146.972
2017,UMICs,C01,Project-type interventions,15130,Legal and judicial development,151,Government and Civil Society,708.897,708.897
2017,Part I unallocated by income,C01,Project-type interventions,15130,Legal and judicial development,151,Government and Civil Society,1489.578,1489.578
2017,Part I unallocated by income,D01,Donor country personnel,16063,Narcotics control,160,Other Social Infrastructure and Services,150.248,150.248
2017,LMICs,D02,Other technical assistance,15210,Security system management and reform,152,Government and Civil Society,293.329,293.329
2017,UMICs,D01,Donor country personnel,15130,Legal and judicial development,151,Government and Civil Society,2054.196,2054.196
2017,Part I unallocated by income,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,152.709,152.709
2017,UMICs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,209.55013,209.55013
2017,UMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,2308.815,2308.815
2017,UMICs,B03,Contributions to specific-purpose programmes and funds managed by implementing partners,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,7761.042,7761.042
2017,UMICs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,760.871,760.871
2017,UMICs,C01,Project-type interventions,15130,Legal and judicial development,151,Government and Civil Society,75.768,75.768
2017,LDCs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,941.586,941.586
2017,LDCs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,395.16,395.16
2017,LDCs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,286.247,286.247
2017,LDCs,D02,Other technical assistance,15210,Security system management and reform,152,Government and Civil Society,10,10
2017,LDCs,C01,Project-type interventions,15180,Ending violence against women and girls,151,Government and Civil Society,205.093,205.093
2017,LDCs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,219.343,219.343
2017,LDCs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,19.027,19.027
2017,LDCs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,13.845,13.845
2017,LDCs,D02,Other technical assistance,15210,Security system management and reform,152,Government and Civil Society,30.642,30.642
2017,LDCs,D02,Other technical assistance,15210,Security system management and reform,152,Government and Civil Society,15.88,15.88
2017,LDCs,D02,Other technical assistance,15210,Security system management and reform,152,Government and Civil Society,2.147,2.147
2017,LDCs,D02,Other technical assistance,15210,Security system management and reform,152,Government and Civil Society,1.168,1.168
2017,LDCs,D02,Other technical assistance,15210,Security system management and reform,152,Government and Civil Society,57.06,57.06
2017,LDCs,D01,Donor country personnel,15210,Security system management and reform,152,Government and Civil Society,4.265,4.265
2017,Part I unallocated by income,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,2610.01946,2610.01946
2017,Part I unallocated by income,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,2981.45515,2981.45515
2017,LMICs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,969.86176,969.86176
2017,Other LICs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,151.27077,151.27077
2017,LMICs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,1077.86114,1077.86114
2017,LDCs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,1295.24403,1295.24403
2017,Other LICs,B03,Contributions to specific-purpose programmes and funds managed by implementing partners,15210,Security system management and reform,152,Government and Civil Society,154.678,154.678
2017,Part I unallocated by income,D01,Donor country personnel,15210,Security system management and reform,152,Government and Civil Society,337.56867,337.56867
2017,Part I unallocated by income,D02,Other technical assistance,15210,Security system management and reform,152,Government and Civil Society,200,200
2017,Part I unallocated by income,B03,Contributions to specific-purpose programmes and funds managed by implementing partners,15210,Security system management and reform,152,Government and Civil Society,200,200
2017,Part I unallocated by income,D01,Donor country personnel,15210,Security system management and reform,152,Government and Civil Society,252.66614,252.66614
2017,Part I unallocated by income,B03,Contributions to specific-purpose programmes and funds managed by implementing partners,15210,Security system management and reform,152,Government and Civil Society,100,100
2017,Part I unallocated by income,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,89.06543,89.06543
2017,LMICs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,918.08146,918.08146
2017,Part I unallocated by income,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,39.82051,39.82051
2017,UMICs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,569.27186,569.27186
2017,LMICs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,5.75968,5.75968
2017,Part I unallocated by income,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,380,380
2017,Other LICs,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,100,100
2017,Part I unallocated by income,B03,Contributions to specific-purpose programmes and funds managed by implementing partners,15210,Security system management and reform,152,Government and Civil Society,53.37,53.37
2017,Part I unallocated by income,B03,Contributions to specific-purpose programmes and funds managed by implementing partners,15210,Security system management and reform,152,Government and Civil Society,6.6656,6.6656
2017,Part I unallocated by income,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,374.5,374.5
2017,Part I unallocated by income,C01,Project-type interventions,15210,Security system management and reform,152,Government and Civil Society,895.5973,895.5973
2017,Part I unallocated by income,D02,Other technical assistance,11430,Advanced technical and managerial training,114,Education,1800,1800
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,1222.39,1222.39
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,1124.764,1124.764
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,1129.481,1129.481
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,406.188,406.188
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,64.601,64.601
2017,Part I unallocated by income,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,169.15,169.15
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,293.782,293.782
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,509.498,509.498
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,260.33,260.33
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,396.367,396.367
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,341.095,341.095
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,181.35,181.35
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,350,350
2017,Part I unallocated by income,D02,Other technical assistance,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,753.749,753.749
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,432.082,432.082
2017,Part I unallocated by income,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,313.662,313.662
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,280,280
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,87.483,87.483
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,31.645,31.645
2017,Part I unallocated by income,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,276.007,276.007
2017,LMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,50.506,50.506
2017,LMICs,D02,Other technical assistance,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,3497.573,3497.573
2017,LMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,2864.814,2864.814
2017,LMICs,D02,Other technical assistance,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,345.606,345.606
2017,LMICs,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,447.143,447.143
2017,LMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,8.322,8.322
2017,LMICs,D02,Other technical assistance,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,221.71,221.71
2017,LMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,911,911
2017,LMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,718.278,718.278
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,207.91,207.91
2017,LMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,921.3424,921.3424
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,221.7247,221.7247
2017,Part I unallocated by income,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,654,654
2017,Part I unallocated by income,C01,Project-type interventions,15110,Public sector policy and administrative management,151,Government and Civil Society,9332.15193,9332.15193
2017,Part I unallocated by income,C01,Project-type interventions,15110,Public sector policy and administrative management,151,Government and Civil Society,8983.184,8983.184
2017,Part I unallocated by income,C01,Project-type interventions,15150,Democratic participation and civil society,151,Government and Civil Society,2718.175,2718.175
2017,Part I unallocated by income,C01,Project-type interventions,15230,Participation in international peacekeeping operations,152,Government and Civil Society,975.36,975.36
2017,Part I unallocated by income,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,1172.402,1172.402
2017,Part I unallocated by income,G01,Administrative costs not included elsewhere,91010,Administrative costs (non-sector allocable),910,Administrative Costs of Donors,761.5994,761.5994
2017,UMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,0,-43.364
2017,UMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,0,-5.84704
2017,UMICs,D01,Donor country personnel,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,0,-0.468
2017,UMICs,C01,Project-type interventions,15220,"Civilian peace-building, conflict prevention and resolution",152,Government and Civil Society,0,-25
